gene,avg cluster stat sig,most stat sig cluster,#species in most sig cluster,least stat sig cluster,avg # species per cluster
ZNF827,0.407,0.3833,119,0.4304,75.5
ZNF714,0.307,0.0258,3,0.4093,116.0
NELFE,0.411,0.2976,84,0.4918,109.33333333333333
FOXD4,0.362,0.2969,65,0.427,108.5
ZNF839,0.406,0.3915,87,0.4209,126.0
SIN3B,0.492,0.4903,198,0.4945,185.5
SIRT3,0.418,0.3814,101,0.454,122.5
EGR1,0.369,0.2755,89,0.4717,88.66666666666667
MLLT3,0.485,0.4756,55,0.4946,116.5
PPP2R3B,0.329,0.0459,1,0.4946,39.25
CC2D1A,0.35,0.1584,64,0.4427,65.25
WIZ,0.271,0.1339,62,0.4075,117.5
JRK,0.349,0.1689,65,0.4972,84.75
ZNF440,0.391,0.3645,157,0.4171,162.5
HIVEP3,0.33,0.131,50,0.4521,60.25
SKOR1,0.483,0.471,152,0.4947,163.5
TLX3,0.377,0.2816,19,0.4587,62.5
CECR2,0.428,0.4209,81,0.4344,118.5
TCF25,0.461,0.4303,61,0.4945,70.75
ARHGAP5,0.437,0.377,23,0.4973,111.5
DNAJA3,0.452,0.4102,40,0.4945,117.5
NR2F6,0.326,0.1093,42,0.4149,45.0
PKM,0.472,0.4612,195,0.4834,190.0
GSK3B,0.411,0.3428,88,0.4731,117.5
HDAC5,0.345,0.2744,97,0.4164,127.0
CEBPA,0.462,0.4453,102,0.478,113.0
HOXA10,0.387,0.1482,51,0.4928,151.0
VEGFA,0.452,0.3626,90,0.4971,163.0
SFR1,0.336,0.2676,87,0.462,83.25
MAPK1,0.456,0.4463,80,0.4651,125.0
VGLL3,0.478,0.4651,178,0.4946,134.33333333333334
COMMD8,0.441,0.3937,79,0.4892,117.0
UTF1,0.337,0.1216,30,0.4946,40.6
SALL1,0.477,0.4589,78,0.4945,123.5
ZNF106,0.36,0.1363,66,0.5,69.75
MECP2,0.422,0.3952,80,0.4498,126.0
INO80D,0.375,0.3273,80,0.4236,118.0
USP15,0.454,0.4234,54,0.4851,120.5
TFAP2C,0.395,0.3077,35,0.4814,108.5
PRAMEF19,0.254,0.0117,1,0.4953,72.0
SMARCE1,0.403,0.3439,153,0.462,178.0
HIPK2,0.497,0.4946,58,0.5,125.5
AKT2,0.472,0.449,180,0.4946,186.0
ZNF37A,0.344,0.0565,1,0.4907,60.5
LRIF1,0.215,0.008,7,0.3915,79.0
ZNF613,0.476,0.4517,173,0.5,147.5
ZNF559,0.472,0.4316,115,0.5,82.66666666666667
NFIA,0.464,0.4453,134,0.4835,165.5
ANKRD1,0.441,0.368,97,0.4812,72.0
ZNF547,0.446,0.4207,167,0.5,157.75
MBD3L5,0.32,0.0905,1,0.4727,69.0
CUL5,0.435,0.384,45,0.4851,117.0
LRRFIP1,0.384,0.2456,90,0.5,117.5
NELFCD,0.433,0.3937,104,0.4731,148.0
NR5A2,0.497,0.4945,161,0.5,131.5
GMNN,0.429,0.3859,37,0.4721,115.0
SUPT20H,0.353,0.2266,69,0.4236,84.0
CRTC1,0.35,0.1968,71,0.4605,69.75
ZZZ3,0.5,0.5,41,0.5,113.5
TP53INP1,0.394,0.2744,22,0.4431,67.5
DPRX,0.373,0.3346,54,0.4111,54.5
PAX6,0.458,0.4344,121,0.4726,173.66666666666666
TRIM11,0.448,0.4228,185,0.4723,179.5
ZNF582,0.458,0.413,153,0.4849,120.75
ZNF846,0.442,0.2801,85,0.5,65.75
ZNF775,0.33,0.2357,45,0.4635,44.0
TLE3,0.446,0.4198,74,0.4731,133.0
ZBTB9,0.445,0.4124,69,0.4769,121.0
AEBP2,0.454,0.3654,60,0.5,148.33333333333334
RBM22,0.397,0.3071,34,0.4864,117.0
MYF6,0.306,0.1189,32,0.4865,66.25
CCDC62,0.369,0.3167,111,0.4217,142.0
SFRP4,0.435,0.3155,19,0.4973,66.75
ZMYM5,0.435,0.3635,60,0.4727,104.6
EWSR1,0.257,0.0133,3,0.5,107.5
PML,0.393,0.2994,138,0.4344,163.75
ZNF334,0.494,0.4872,182,0.5,189.0
SMYD1,0.468,0.4357,38,0.5,111.0
GLIS1,0.379,0.1607,67,0.4892,82.4
HELZ2,0.321,0.2341,67,0.4842,60.666666666666664
ZNF354B,0.413,0.3735,185,0.4533,129.5
MED16,0.47,0.4671,155,0.4726,169.0
PRDM9,0.469,0.4456,63,0.4927,75.5
ZNF233,0.494,0.4832,2,0.5,73.33333333333333
ZNF75A,0.459,0.433,108,0.4698,93.25
MBNL1,0.453,0.4067,29,0.5,120.5
LTF,0.399,0.3304,116,0.4401,117.33333333333333
TWIST1,0.461,0.4288,70,0.4775,76.0
BCL3,0.354,0.1542,47,0.4905,58.5
ZNF485,0.494,0.4878,68,0.5,54.0
ZNF526,0.383,0.3112,65,0.433,62.25
MBD6,0.457,0.4146,16,0.4986,106.5
ITCH,0.479,0.4377,185,0.4973,146.5
HCFC2,0.23,0.0133,3,0.4048,66.0
ZNF12,0.361,0.0257,1,0.4701,117.6
UBE2N,0.445,0.3988,84,0.4972,143.33333333333334
SP3,0.441,0.3915,164,0.4726,101.4
NKX2-1,0.472,0.4236,21,0.4973,80.33333333333333
PLRG1,0.499,0.4986,21,0.4986,113.5
HMG20A,0.395,0.2588,12,0.4741,85.33333333333333
NANOG,0.354,0.2147,72,0.4474,60.75
H1-8,0.305,0.1319,39,0.4773,47.2
ZNF672,0.307,0.1036,28,0.449,45.0
FOXH1,0.365,0.1788,42,0.4973,65.5
ZBTB38,0.27,0.1295,54,0.4115,110.0
BCL11A,0.47,0.4182,59,0.4959,106.0
ABT1,0.283,0.0844,55,0.477,63.25
ZBTB26,0.283,0.0141,1,0.4741,54.2
RECQL5,0.365,0.1305,48,0.4661,58.2
ZNF180,0.438,0.4111,43,0.4655,119.5
AHRR,0.433,0.3757,69,0.4748,147.0
MAFK,0.342,0.231,71,0.4075,69.5
HOMEZ,0.422,0.3915,163,0.4521,178.5
ZKSCAN1,0.255,0.0162,1,0.4946,105.0
DZIP1L,0.48,0.4734,79,0.4867,126.0
ZC3H3,0.349,0.1901,74,0.4726,82.66666666666667
ZNF462,0.423,0.3774,96,0.495,60.5
TCF19,0.297,0.1845,67,0.4102,115.0
DNAJC1,0.467,0.4458,107,0.481,86.66666666666667
TFCP2,0.46,0.4198,55,0.5,123.5
TRIM52,0.368,0.233,28,0.4624,50.333333333333336
WNT3A,0.472,0.4444,40,0.4986,105.0
FOS,0.405,0.3174,39,0.4918,115.5
E2F3,0.499,0.4973,196,0.5,205.0
MAPK11,0.497,0.4932,61,0.5,118.5
ZFR,0.477,0.4251,32,0.4987,72.5
ZNF736,0.394,0.2793,54,0.4863,117.33333333333333
NEUROD4,0.344,0.1702,66,0.4644,89.66666666666667
PYGO2,0.366,0.3124,115,0.4198,144.0
ZNF695,0.332,0.0305,1,0.5,92.5
ZNF728,0.34,0.0459,1,0.5,84.25
EGLN1,0.274,0.1432,52,0.4054,91.5
BIRC2,0.332,0.1397,68,0.4337,94.0
SOX6,0.428,0.3616,44,0.4946,120.0
FGF1,0.442,0.4115,76,0.4726,120.0
BTF3,0.487,0.4661,57,0.4973,144.66666666666666
CDK2,0.475,0.4344,176,0.4946,115.6
ZNF565,0.481,0.4793,157,0.4897,104.0
KPNA6,0.457,0.4221,42,0.4922,122.0
ZNF792,0.462,0.458,187,0.4664,193.0
KLF5,0.46,0.3915,28,0.4959,98.6
APTX,0.406,0.3398,136,0.4726,164.5
BATF,0.396,0.2947,23,0.4973,111.0
PRKAA2,0.489,0.478,85,0.5,129.0
MITF,0.337,0.1378,55,0.4837,98.0
MEF2B,0.372,0.3345,132,0.4093,150.5
FOXL2,0.265,0.1358,58,0.3937,96.0
ACTN4,0.393,0.2901,88,0.4677,97.66666666666667
ZNF124,0.489,0.4731,144,0.5,149.2
ELF4,0.338,0.3077,145,0.3653,105.0
RORA,0.431,0.3047,77,0.4959,150.2
MEAF6,0.484,0.4726,111,0.4945,159.0
MYCBP2,0.448,0.4146,72,0.4812,126.5
YY1,0.438,0.361,10,0.4959,53.75
NKX6-3,0.293,0.1239,42,0.4986,62.0
ANP32E,0.457,0.4146,52,0.5,125.0
GNL3,0.354,0.1885,70,0.4839,60.0
LZTS1,0.464,0.4164,90,0.4959,94.0
KDM4D,0.311,0.1542,40,0.4514,35.2
KCNH8,0.489,0.4771,60,0.5,119.0
STK3,0.45,0.3822,20,0.4796,103.75
