gene type,max seq len,min seq len,mean seq len,median seq len,wmc similarity score,species represented
ZNF71,1905,1455,1568.5410094637225,1597.5,0.15139,290
GCM2,1560,1512,1519.5618556701031,1518.0,0.27429,406
CUL4B,2937,2142,2610.4094852515905,2697.0,0.1075,429
ZNF705B,1029,891,921.1904761904761,906.0,0.1738,368
USF3,6900,264,3468.5298602287166,279,0.22847,439
GTF2I,3516,2856,3041.6274617067834,2937.0,0.19847,390
UBE2I,615,471,516.71484375,543.0,0.26768,430
LIN9,1761,1458,1559.9231833910035,1473,0.17453,426
ATF3,549,540,543.0222222222222,543,0.34638,432
KLHL5,2328,1698,2090.036408977556,2127,0.14953,439
EAF1,843,801,808.9675810473816,804,0.28106,433
ARID2,6504,5487,5513.320610687023,5508,0.26259,420
POU2AF1,786,768,768.1658291457286,768.0,0.32993,435
CBFB,564,543,553.5163043478261,553.5,0.35238,397
ARID4A,4119,3555,3670.7001607717043,3615.0,0.24229,422
E2F1,1437,1302,1313.2443324937028,1311,0.28922,430
ZBTB7C,1959,1851,1859.9396551724137,1860.0,0.26054,381
GLMP,1257,975,1068.6465730800992,996,0.19466,438
TP73,1974,1338,1651.3591284748309,1677.0,0.16216,420
GABPB2,1395,1230,1295.546511627907,1309.5,0.24748,422
SP8,1677,1392,1476.5261083743842,1470,0.18842,391
SKOR1,3537,2601,2815.0791007493754,2817,0.11626,396
PDLIM1,1017,984,987.5183246073299,987.0,0.31339,415
JDP2,600,474,506.2377358490566,519,0.22075,424
ZFP36L1,1296,1002,1015.8473684210526,1014.0,0.26983,404
DHX34,3531,3429,3441.2485714285713,3438.0,0.25566,383
ZNF770,2337,2073,2117.9467005076144,2118.0,0.23134,425
PAGE4,399,306,332.5115511551155,330,0.1434,331
ZNF322,1413,1200,1207.6630434782608,1206.0,0.29259,400
TERF2,1749,1623,1628.784061696658,1626,0.28092,417
ZMIZ2,2814,2580,2701.5345,2694.0,0.16286,435
RFX6,2832,2778,2786.7915632754343,2784,0.29025,436
ALX3,1113,1023,1030.440340909091,1029.0,0.29034,381
TAF1C,2958,1611,2333.358778625954,2529,0.12364,402
KMT2B,8838,8073,8167.495714285715,8160.0,0.11101,379
ACTR6,1200,1122,1164.8359375,1188.0,0.33128,422
SETD2,7965,7692,7719.812154696133,7710.0,0.18067,402
MRPL28,792,765,768.4219948849105,768,0.31401,424
USP34,10785,10608,10649.251889168765,10641,0.22598,423
PIM1,1005,903,939.1388174807198,939,0.32489,418
ZNF491,1590,1299,1351.6860158311345,1332,0.10794,342
MED12L,6546,5412,5942.8584183673465,6424.5,0.24857,428
MEIS3,1524,1074,1228.6437466161342,1221,0.15419,406
RHOA,591,555,575.0139026812313,579,0.3433,407
SP4,2511,2295,2331.1840490797545,2352,0.20282,434
CDR2,1605,1350,1368.4177215189873,1368,0.26897,415
SLC26A10,1761,1677,1703.3680203045685,1701.0,0.13962,434
CCDC85B,753,603,610.515625,606.0,0.2738,413
APEX1,1026,945,955.2192118226601,954.0,0.29029,431
ZNF709,2127,1899,1941.3813559322034,1929.0,0.14932,357
SET,957,792,825.4650793650794,817.5,0.16735,428
PRDM7,1575,1467,1483.7945454545454,1476.0,0.20385,350
YLPM1,6741,4308,5392.118577075099,4542,0.18343,426
TRIM72,1467,1407,1434.3550295857988,1431.0,0.33191,364
ZNF627,1647,1371,1425.1696806464024,1404,0.11481,343
ADNP2,3636,3390,3468.7480106100797,3471,0.18983,404
MID2,2229,2109,2160.0321285140562,2121,0.30632,405
ZNF275,1635,978,1139.25809352518,1128.0,0.12656,408
PRAME,1746,327,745.7428278688525,351.0,0.12526,425
ZNF200,1326,1176,1205.1684622918708,1200,0.24352,360
HDAC4,3333,3243,3264.7223796033995,3267.0,0.26674,385
SFR1,789,693,718.1278481012658,732.0,0.20454,421
ZNF652,1971,1818,1826.0217391304348,1824.0,0.19742,396
FLYWCH1,2238,2139,2174.2652173913043,2172.0,0.1725,369
SOX15,732,690,700.1834170854271,699.0,0.29303,429
AKNA,4707,2490,3416.6835781041386,2850.0,0.11439,438
THAP7,993,924,934.6253164556962,939,0.29187,426
ZNF555,2220,1866,1913.6986417657047,1905.0,0.08462,360
ZNF107,3063,2316,2474.4367677981377,2466,0.10111,157
CC2D1B,2679,2556,2583.4962962962964,2580.0,0.17662,441
SLTM,3147,3081,3103.654411764706,3102.0,0.30479,439
MED12,6672,6027,6407.045694200351,6546.0,0.19507,408
BPNT1,942,756,843.8046924540266,834,0.20725,429
AHRR,2343,270,1259.260687342833,1719,0.12243,430
DPPA2,1020,894,910.879213483146,903.0,0.15706,379
RPS6KA1,2268,1920,2139.7335329341317,2172.0,0.16852,437
LHX2,1269,1215,1218.5714285714287,1218,0.32962,428
CDY2A,1722,1617,1649.1402439024391,1645.5,0.32262,19
HMX1,1155,1041,1055.159574468085,1050.0,0.22556,326
SNAPC1,1185,1101,1121.6878172588833,1119.0,0.29797,432
SMARCE1,1341,990,1096.214662593724,1092,0.17457,444
RGS7,1551,1269,1411.0958904109589,1431,0.28034,424
ST18,3297,3138,3150.9701492537315,3150.0,0.16814,430
RPRD1A,939,822,881.8037037037037,843.0,0.27422,437
SCML4,1278,1065,1156.3392857142858,1231.5,0.24215,421
MEIS1,1452,966,1156.9889722099692,1137,0.2247,445
HSF1,1632,1482,1552.3427109974425,1587.0,0.23749,424
SP6,1281,1116,1129.8151898734177,1128,0.29625,424
AFDN,5547,4911,5312.856950973808,5355.0,0.18642,413
ETV3L,1119,1071,1088.6028169014085,1086,0.18932,372
NOC3L,2433,2388,2400.7368421052633,2400,0.32557,432
TOP1,2322,2289,2303.1323529411766,2301.0,0.25851,437
RNF144A,912,876,877.0438144329897,876.0,0.2734,413
SRFBP1,1350,1281,1290.7851851851851,1287,0.2736,432
TRIM3,2250,1869,2074.7548605240913,2118,0.19375,427
RFX4,2277,1917,2120.5089141004864,2205.0,0.18793,442
KAT8,1473,1359,1392.9250614250614,1384.5,0.31455,439
CHMP3,675,546,618.4656488549618,576.0,0.29091,430
BTN3A3,1806,1590,1682.991847826087,1641.0,0.18575,119
ALX1,1008,972,978.4666666666667,978,0.31492,435
TAF1A,1374,1347,1351.6846153846154,1350.0,0.30187,418
PINK1,1812,1719,1751.1113924050633,1752,0.21505,425
SETX,8403,8031,8098.421917808219,8088,0.16181,395
SS18L1,1260,1185,1206.1935483870968,1209,0.28079,431
TFAP2E,1392,1314,1331.3529411764705,1326.0,0.25318,344
CCNA1,1452,1251,1354.6073211314476,1395.0,0.14765,436
PHF21B,1689,969,1367.4982578397212,1458,0.17025,409
ZNF479,1902,1557,1596.8249330954504,1587.0,0.12013,371
ZNF493,2514,1926,2125.1760204081634,1983.0,0.08463,304
PKHD1L1,12861,12702,12754.987405541562,12750,0.27243,425
INO80E,753,516,637.0025031289111,618.0,0.28098,443
ZNF865,3417,3165,3203.895104895105,3198.0,0.18216,313
ZNF557,1401,1263,1296.3635563380283,1290.0,0.1319,406
THAP5,1224,1056,1123.0655737704917,1086.0,0.22377,382
H2AZ2,450,339,366.8142514011209,369,0.25488,418
MED10,414,402,405.08870967741933,405.0,0.34135,401
PHF2,3435,3285,3319.121951219512,3315,0.2873,401
TCF7L2,1920,1209,1601.9088241458815,1608,0.1911,436
TMF1,3426,2949,3180.8614609571787,3282,0.19463,429
RPS6KA3,2235,2124,2155.6701231367465,2136,0.21778,425
ELL2,2016,1917,1925.9334975369459,1923.0,0.26876,436
SRCAP,10386,8913,9364.909783989835,9609,0.12659,425
PML,2778,1677,2095.112786002692,1929,0.17458,425
ZFP64,2208,1878,1978.362,2035.5,0.18363,433
HMX3,1125,1068,1076.169642857143,1071.0,0.24427,367
SNAPC3,1263,1230,1236.6203966005667,1236,0.26904,372
RECQL5,3063,2883,2941.1984829329963,2973,0.16659,429
PRDM5,1920,1791,1844.3461538461538,1839.0,0.26261,417
ZBED9,4149,3519,3753.098540145985,3834.0,0.19507,269
CIAO1,1041,1014,1017.125,1017.0,0.33649,444
E4F1,2490,1815,2065.5173841059604,1968.0,0.15812,437
DAB2,2349,2244,2280.80608365019,2307,0.25441,425
ZNF625,1551,1110,1154.9079386257506,1140,0.0953,281
ZNF277,1410,1350,1368.706329113924,1368,0.29857,420
ZNF202,2022,1938,1945.8805970149253,1944.0,0.29683,437
HDAC6,3861,3474,3570.649863760218,3642.0,0.18232,400
SOX17,1290,1215,1250.584745762712,1245.0,0.27805,391
DHRS7B,987,927,952.6488549618321,960.0,0.24107,427
RELA,1737,1344,1558.6897133220912,1656.0,0.24983,439
DPRX,678,570,581.8070175438596,573,0.19996,157
FOXP4,2127,1992,2038.162886597938,2040.0,0.15721,430
ARNTL2,1950,1614,1779.4056680161943,1797.0,0.12227,370
UTP4,2094,1707,1885.2361684558216,1878,0.30432,441
FGFR2,2541,2010,2254.108917997488,2196,0.15298,437
ZFPM2,3804,3057,3255.817843866171,3111,0.23558,437
ZNF623,1941,1482,1549.5625965996908,1512,0.15325,370
TCF19,1077,1023,1037.2109181141439,1035,0.2849,432
DOT1L,4677,4608,4634.47397260274,4638,0.25281,398
SOX11,1806,1323,1365.6261682242991,1353,0.17991,350
TBX15,1809,1479,1647.0037831021439,1515,0.27012,429
MCIDAS,1197,1152,1159.6946564885495,1155,0.26581,425
HBP1,1554,1527,1542.7170731707317,1542.0,0.33802,441
FOXJ1,1353,1260,1263.9837398373984,1263,0.30623,400
RCVRN,612,585,605.528,606,0.34034,410
FOXP2,2325,2073,2166.5462365591397,2166.0,0.15607,431
NUFIP2,2313,2082,2096.3860103626944,2088.0,0.16726,413
TIPARP,2028,1965,1973.1641791044776,1971.0,0.2549,432
ZIK1,1884,1287,1458.3118144218665,1467.0,0.07734,425
ZNF551,2292,2001,2052.4627659574467,2040.0,0.0974,390
THAP3,774,522,664.6654804270463,720.0,0.25669,419
ZNF93,2283,1845,1893.5913978494623,1884.0,0.08345,380
ZNF524,915,792,803.6070528967255,798,0.2301,425
MED16,2715,2520,2585.053057553957,2580.0,0.24514,407
ZNF79,1641,1413,1474.0830223880596,1488.0,0.11247,322
LHX6,1194,1038,1108.2590361445782,1098.0,0.21368,432
RPS6KA5,2445,2160,2288.2816377171216,2184.0,0.21566,434
ELK1,1422,282,783.1454081632653,309.0,0.22682,432
SNAPC5,339,285,297.70871559633025,297.0,0.26065,428
ZFP62,3639,2595,2671.4417098445597,2706.0,0.11761,417
CORO1A,1395,1164,1274.9381818181819,1179,0.3346,444
RFX2,2202,2088,2140.935483870968,2112.0,0.19517,413
ARC,1245,1185,1190.028409090909,1188.0,0.32493,380
TSTD1,432,321,347.92314487632507,345.0,0.19196,405
BPTF,9495,8457,8857.874274661508,8898,0.09851,421
DR1,531,522,528.0850515463917,528.0,0.35384,417
KMT5C,1452,1383,1396.3937677053825,1392,0.29038,379
VENTX,948,771,784.9054054054054,780.0,0.20008,216
TFAP2C,1449,1344,1351.6385224274406,1350,0.29069,411
HMGA2,459,270,317.3336294980009,318,0.26218,412
AASS,2784,2769,2778.093023255814,2778,0.33262,412
ZNF816,2445,1944,1987.5485714285714,1974,0.07868,326
SETD6,1614,1206,1334.7348484848485,1353.0,0.11395,429
LDOC1,495,435,440.0027932960894,438.0,0.30731,386
INO80C,726,573,618.4532751091702,594,0.25431,422
SCML2,2202,2097,2117.4461538461537,2109,0.20592,355
MALT1,2556,2439,2483.954081632653,2484.0,0.13705,423
AGO2,2619,2463,2528.7435233160622,2502.0,0.27361,419
RXRB,1743,1593,1607.9485294117646,1611.0,0.24767,433
POLR2A,5610,5484,5509.201570680629,5508.0,0.32873,411
ZNF792,2235,1680,1831.4444846292947,1818,0.0768,420
AKIRIN2,624,594,609.1163434903048,609,0.34172,387
ZNF778,2688,2046,2191.656655290102,2196,0.0759,254
PBXIP1,2334,936,1757.0560911481157,2121,0.14353,433
TRIM5,1770,1476,1533.5686512758202,1527,0.14635,377
PACS2,2757,2430,2601.8037249283666,2604.0,0.17827,379
METTL3,1746,1737,1740.014563106796,1740.0,0.35023,444
ZC3HAV1,3303,2706,2907.015894039735,2778,0.16965,415
ZNF101,1578,177,441.7070110701107,192.0,0.09935,426
ZNF91,3990,3453,3541.093023255814,3534,0.1136,106
THAP1,666,633,639.1215189873418,639,0.32405,423
ZNF526,3060,2010,2039.5471698113208,2031,0.10761,397
DBX2,1077,1002,1024.4957983193278,1023,0.20418,387
ZNF174,1263,1221,1228.549872122762,1230,0.2343,409
MED14,4434,4344,4374.675392670157,4365.0,0.23473,420
ISL2,1116,1071,1077.228426395939,1077.0,0.33343,430
RNF13,1197,1140,1143.4264339152119,1143,0.33151,431
DPPA4,1080,909,958.9459459459459,966.0,0.10554,393
LEUTX,642,501,557.1659388646289,579,0.12075,311
SPDEF,1038,945,982.3341614906832,990,0.26875,429
LHX4,1206,1164,1170.0825,1170.0,0.34291,434
PSMA6,780,603,695.68875,687.0,0.2375,433
ELK3,1263,1218,1221.8465346534654,1221.0,0.30579,432
EPC1,2625,2283,2417.0226904376013,2439.0,0.21739,444
NCOR2,7782,6186,7036.6797454931075,7437.0,0.14098,416
PRDM1,2580,2055,2364.070431472081,2440.5,0.12162,432
SCAI,1929,1812,1852.9299123904882,1830,0.26058,431
UBE2V1,549,438,486.78092783505156,510.0,0.21608,420
ZNF273,2055,1695,1732.6676176890157,1719,0.11924,266
RYBP,666,654,654.875,654.0,0.31063,437
WWP2,2625,2256,2438.0416156670744,2598,0.2219,444
ZNF621,1428,1308,1331.2075471698113,1317,0.20058,369
ZNF654,3480,3384,3392.6608040201004,3390.0,0.21821,430
HDAC2,1467,1368,1418.8110831234258,1384.5,0.27464,430
SOX13,1896,1860,1870.3629441624366,1872.0,0.24221,424
PEX14,1155,1125,1131.5503875968993,1131,0.3332,420
HESX1,591,450,504.97929354445796,483,0.29226,441
FOXJ3,2010,1758,1818.289603960396,1861.5,0.2554,438
CPSF4L,597,453,520.342762063228,537,0.18458,363
PPRC1,5814,1890,3717.978476821192,4248.0,0.13173,447
BNC2,3348,3093,3200.2294264339153,3220.5,0.15329,430
HDAC11,1059,702,883.891514500537,888.0,0.17224,429
SP2,1908,1824,1841.9544303797468,1842,0.22799,419
HSF5,1926,1788,1861.6741935483872,1863.0,0.13078,341
TFEB,1545,1170,1363.014705882353,1437.0,0.17508,423
ZNF790,2187,1902,1922.6194029850747,1911.0,0.1495,259
CARF,2244,1860,1999.8641765704583,1947.0,0.1749,423
JMY,3042,2964,2976.9118541033436,2976,0.22705,361
VSX2,1179,1080,1084.7642487046633,1083.0,0.3148,412
DDX20,2628,2256,2409.515228426396,2472.0,0.26163,435
NANOGP8,873,867,867.6666666666666,867,0.0,5
KMT5A,1083,1047,1056.7578125,1056.0,0.302,413
KMT2D,17505,16620,16838.14795244386,16806,0.13029,414
PLEKHA4,2463,2325,2343.7952755905512,2337,0.24642,410
TFAP2A,1332,1281,1303.0877034358048,1299.0,0.21884,406
PEX2,933,912,915.2382133995037,915,0.31843,430
ZNF408,2484,2154,2179.1186440677966,2178.0,0.2077,381
RHOXF2B,1080,861,926.2087912087912,921,0.11193,226
ZNF814,2751,2538,2595.08547008547,2574,0.1254,161
ZNF497,1695,1488,1514.3333333333333,1500,0.11695,57
SETD4,1371,1245,1286.3076923076924,1299,0.19417,412
TMEM121B,1842,1731,1755.2014134275619,1752,0.1909,312
USP47,4155,3846,4017.296511627907,4065.0,0.19805,437
AIP,1026,771,852.4706131078224,843,0.23172,440
MSX1,963,900,911.5135135135135,909.0,0.29754,402
FIZ1,1986,1488,1527.491961414791,1512,0.13298,342
ZNF354A,2238,1803,1835.6102150537633,1827.0,0.14759,387
HAX1,918,690,800.4195979899497,840.0,0.15279,438
PCBP1,1074,1062,1067.9830028328613,1068,0.35549,382
ID2,405,399,402.0221674876847,402.0,0.35254,426
ZFP90,2091,1905,1914.5777777777778,1908,0.26354,409
LDB1,1239,1122,1195.0040225261464,1227,0.26627,449
ZNF14,2187,1911,1953.168292682927,1938.0,0.12469,190
ZNF184,2376,2253,2260,2256.0,0.23937,407
PLK1,1887,1806,1813.4020100502512,1812.0,0.31082,429
ZNF549,2271,1869,1931.5251612903226,1923,0.08766,325
SATB1,2457,2283,2338.3475533249684,2379,0.3084,433
TAF3,2853,2784,2796.742268041237,2796.0,0.29604,428
CRIP1,273,228,231.1417910447761,231.0,0.28927,425
FOXE3,1128,942,966.9325842696629,963,0.22459,304
IL31RA,2616,1731,2037.3931829092655,2040,0.09656,399
TCERG1,3549,3219,3298.61049957663,3294,0.22283,432
CREB1,1035,975,1001.9852941176471,988.5,0.29442,437
TOPORS,3222,2940,3044.6692913385828,3025.5,0.18431,409
SGF29,897,873,879.0300751879699,879,0.33964,426
ZNF283,2262,1914,1994.3911165946947,1971,0.11166,329
GRHPR,1131,981,1031.9547169811322,990,0.27879,437
ZNF3,1647,1224,1302.4754218635362,1284.0,0.091,435
LCOR,5985,1212,1919.1067110036277,1698.0,0.12979,451
ZNF347,2865,2496,2559.3788167938933,2541.0,0.10152,319
SNCA,531,330,403.094262295082,378.0,0.25527,406
TONSL,4299,4125,4165.781725888325,4161.0,0.19161,429
TP63,2103,1458,1716.7470283450168,1743,0.21176,447
SMAD2,1437,1284,1337.3287225386493,1311,0.27423,439
ATF6B,2157,1875,2038.393643031785,2100,0.21365,441
TLE1,2325,2301,2310.6315789473683,2310,0.32738,431
IRF9,1314,1053,1157.2902813299233,1179.0,0.12978,440
ING4,774,669,732.7262872628726,747.0,0.266,442
ARID5A,1950,978,1464.2268907563025,1593.0,0.15344,438
KLHL12,1710,1698,1704.1029411764705,1704.0,0.33935,434
ZC3H11A,2472,2427,2447.1136363636365,2448.0,0.26615,425
ZNF891,1818,1632,1661.4258620689654,1650.0,0.17108,247
ZNF467,2382,1779,1798.4406779661017,1789.5,0.16752,388
SPI1,840,723,792.983606557377,813.0,0.23778,424
ESRRA,1575,1260,1350.1949367088607,1269,0.21527,433
MAK,1983,1641,1802.2331838565021,1755,0.23267,425
TGFB1I1,1467,1326,1358.8870765370139,1380,0.22771,426
TXNIP,1215,1002,1093.3365617433415,1062.0,0.22309,440
HOXA5,849,798,810.5214105793451,810,0.33908,422
GTF2F2,765,744,747.1714285714286,747,0.33727,415
FOXE1,1215,1083,1126.383870967742,1125.0,0.19005,346
CREB3L2,1578,1371,1473.4993646759847,1554,0.31193,429
CBL,2805,2577,2680.3252911813643,2679.0,0.23799,436
ZSCAN18,2058,1530,1715.7026239067056,1692,0.10046,192
BATF2,957,723,791.08984375,798.0,0.14604,420
CREB3,1272,1113,1125.2919708029196,1116,0.18972,446
PITX2,1101,777,907.8662316476345,951,0.1837,437
PLXND1,5967,5772,5790.680327868852,5787.0,0.17159,391
ZNF639,1488,1452,1455.2506527415144,1455,0.3358,414
CUL5,2403,2334,2345.856783919598,2340.0,0.30273,429
ZNF281,2889,2574,2651.258875739645,2643.0,0.11192,389
SNW1,1899,1605,1660.312258064516,1611,0.29716,424
ETS2,1551,1407,1463.8821292775665,1443,0.25073,430
ZNF354C,1833,1656,1664.5142045454545,1662.0,0.21769,368
KDM7A,2838,2808,2825.9175,2826.0,0.32461,433
GTF2IRD2,3510,318,1760.3293051359517,2847.0,0.19306,413
CASP8AP2,6759,5892,5916.016260162602,5910,0.18692,393
PCBP3,1155,1032,1080.6097826086957,1086.0,0.24393,407
ZFP92,1413,1242,1318.925806451613,1338.0,0.19784,319
ZNF16,2130,2034,2049.0467532467533,2046,0.23023,371
ZIC4,1242,1002,1098.3595800524934,1125,0.14259,418
PLK3,1998,1926,1942.6898263027294,1941,0.27686,437
TAF1,5769,5529,5632.357456140351,5622.0,0.23121,394
ARL2BP,519,486,489.3712871287129,489.0,0.31632,431
HMGN2,354,267,270.7142857142857,270.0,0.2702,439
TLE3,2412,2124,2299.4054556726596,2310,0.16513,442
ZNF879,1800,1683,1704.6186131386862,1701.0,0.21951,405
ZNF410,1590,1209,1355.1358208955223,1293.0,0.1757,440
LRRFIP1,2913,1914,2368.575912876361,2463,0.12036,434
HSPA8,1965,1878,1915.9318497913769,1932,0.25658,384
MBD3L2B,831,600,637.370288248337,636,0.156,314
RAPGEF4,3078,2508,2710.679822397632,2601,0.19307,438
UBC,2262,2043,2060.5263157894738,2055.0,0.23136,71
TFB1M,1095,1032,1038.686567164179,1038.0,0.31033,433
NEUROD1,1251,1065,1069.9731051344743,1068,0.2879,439
VGLL4,930,867,882.520381613183,885,0.1869,419
TAF9B,780,750,754.921875,753.0,0.33495,415
LRRC14,1635,1473,1481.4769230769232,1479.0,0.28733,416
HOXA7,756,687,702.6975,702.0,0.32178,422
JUNB,1182,1005,1042.5320855614973,1041.0,0.29681,403
TOX2,1563,1386,1460.7336206896553,1464.0,0.19263,420
ZNF717,2862,2559,2696.261306532663,2739,0.10684,78
MRGBP,693,606,612.6511627906976,612,0.29518,415
ZNF345,1650,1455,1478.811188811189,1464.0,0.1866,337
KRBOX1,453,381,389.55852842809367,387,0.20349,161
TOB1,1245,1032,1040.3653846153845,1035.0,0.27839,437
ZNF518A,5511,4452,4486.674796747968,4479,0.16645,400
KAT2B,2646,2487,2501.659090909091,2496.0,0.2268,425
LARP4B,2295,2208,2219.5024390243902,2217.0,0.23224,439
BTK,2157,1968,2030.6814159292035,2001,0.20274,430
BRD2,2568,2259,2393.8952922077924,2406.0,0.21121,439
JUND,1107,1038,1050.2906574394465,1047,0.22439,325
U2AF1L4,747,534,605.6200241254523,606,0.22973,374
FMNL2,3354,3270,3278.5671641791046,3279.0,0.28536,429
ZNF764,1419,1212,1238.5182481751824,1224,0.17895,397
DNMT1,5052,4725,4873.23240589198,4875.0,0.17196,404
WDR77,1110,1020,1027.6342710997442,1026,0.30565,416
ZNF343,2169,1521,1766.4982332155478,1815,0.10636,195
TOX4,1941,1857,1865.5,1863.0,0.32272,426
ZNF711,2550,2280,2363.498673740053,2319.0,0.16606,414
DPF2,1227,1170,1194.1134146341462,1183.5,0.30903,440
EGFR,3660,3264,3469.5703125,3495.0,0.23335,410
TRIB3,1419,1068,1118.3917808219178,1152.0,0.15619,397
CIPC,1230,1191,1198.2044887780548,1197,0.30258,436
ENO1,1308,1278,1301.9618320610687,1302.0,0.33072,417
EVX2,1470,1416,1433.3529411764705,1431.0,0.25401,341
POU4F2,1407,1224,1233.5510204081634,1233.0,0.23734,421
DPY30,330,297,297.1388174807198,297,0.32213,415
DACH1,2364,1509,1914.6483613817538,2115,0.13496,312
BRD4,4284,4068,4101.678260869565,4098.0,0.23546,400
SMAD6,1539,1488,1496.254491017964,1491.0,0.22941,367
CDK5RAP3,1656,1512,1557.562962962963,1582.5,0.19926,438
DMRTB1,1200,1026,1088.6647564469913,1086,0.16262,392
TLE5,837,588,676.6989795918367,591.0,0.2016,370
HSPH1,2613,2340,2488.3827392120074,2454,0.19117,431
TLX3,891,861,873.2713178294574,873,0.34589,416
ZNF416,2100,1767,1832.0412017167382,1818,0.10325,415
CCNT2,2343,1992,2103.069597069597,2103,0.27836,430
RALGAPA1,7755,6093,6598.412953949832,6255,0.2008,435
ANKRD33,1446,813,1093.5060728744938,843,0.14601,407
IGHMBP2,3210,573,2067.5537190082646,2652,0.24564,423
VGLL2,1008,945,959.0710227272727,954.0,0.2362,390
FHL2,855,828,837.2644836272041,837,0.31322,429
RNF125,765,693,696.9738219895288,696.0,0.28494,410
SDR16C5,1014,789,893.5823788546255,927,0.2462,413
HOXA1,1038,1002,1007.0802919708029,1005,0.27131,440
FHOD1,3981,3486,3518.6064356435645,3504.0,0.18045,437
H1-8,1218,1038,1071.2601156069363,1068.0,0.12938,369
JMJD1C,8265,7074,7278.535080304311,7089,0.13127,426
YY1,1308,1233,1245.3322147651006,1242.0,0.28092,326
ZIC2,1842,1581,1601.1666666666667,1596.0,0.2882,378
ZNF180,2511,1989,2037.1237585943468,2013,0.10406,393
ZNF10,1992,1716,1728.887573964497,1719,0.21101,376
ITGB3BP,699,531,595.069105691057,558.0,0.2286,412
ZC3H8,1011,873,926.4633507853404,921.0,0.17716,415
TFAP4,1047,1008,1015.7047146401985,1014,0.3305,436
TAF7,1254,1044,1050.0326086956522,1047.0,0.28016,384
EMSY,4092,3663,3883.768978251949,3969,0.22109,444
CREB3L4,1209,1125,1160.8600252206809,1185,0.20591,427
EHMT2,3906,3525,3669.892356687898,3696.0,0.1587,426
FOXB2,1581,1278,1303.332298136646,1299.0,0.22062,360
PSMD10,705,549,604.8030954428203,579,0.26227,424
CREB5,1545,1425,1486.3073047858943,1506,0.17796,439
SNAI1,852,786,793.8666666666667,792,0.28547,435
PPM1A,1425,969,1161.9347471451877,1146.0,0.23493,438
UBE2D3,501,351,428.2888587876736,444,0.14705,447
HEXIM2,954,855,868.6117021276596,861.0,0.1915,410
MED6,816,735,755.6714108910891,756.0,0.28865,435
PARP1,3096,2901,2983.3629139072846,3042,0.27745,428
MAF1,1035,768,823.3636363636364,826.5,0.2341,439
ZNF7,2760,1761,1991.6520618556701,2070.0,0.05547,420
ZNF287,2478,2274,2294.0620347394542,2286,0.2071,399
CUL3,2313,2097,2213.8475409836065,2232.0,0.2163,439
TLE7,1518,1314,1327.2125984251968,1323,0.21696,411
ALYREF,864,783,794.5742574257425,795,0.23565,342
ZNF808,3012,2688,2746.7960741548527,2730,0.09783,197
CNOT8,879,711,794.7462686567164,744.0,0.31651,438
KLHL14,1944,1878,1889.1568047337278,1887.0,0.22464,368
ZNF414,1218,933,1054.865306122449,957,0.25426,402
TLX1,1077,987,1004.1327433628319,1002,0.19896,371
NKX2-8,774,708,721.163101604278,717.0,0.2632,406
ESRRG,1458,1185,1320.9235474006116,1326.0,0.17988,432
ZNF461,2076,1617,1735.9016641452345,1710.0,0.1195,326
TAF7L,1617,906,1174.863829787234,1158,0.13981,430
ELL,1926,1860,1868.2692307692307,1866.0,0.27641,421
GTF2A1,1203,1008,1073.36625,1038.0,0.18072,428
HOXA3,1488,1326,1356.4307851239669,1332.0,0.20673,397
ZNF766,1614,1395,1435.806057076296,1425,0.08407,334
DHX57,4350,4143,4164.613636363636,4161.0,0.25236,425
ZNF334,2451,1923,2086.6113493896405,2085,0.07215,397
WDR75,2514,2481,2491.751879699248,2490,0.30612,427
MLXIP,2970,2757,2786.0976253298154,2784,0.23904,416
ZNF341,2610,2532,2554.462912087912,2562.0,0.2556,394
ZNF713,1563,1284,1350.5544554455446,1347,0.09175,367
TRIB1,1161,1110,1117.032786885246,1116.0,0.30453,397
SUPT7L,1290,1230,1240.3337531486145,1239.0,0.238,437
CSRP2,786,555,625.6006628003314,579,0.24202,438
SMAD4,1680,1362,1512.6658446362514,1650,0.28857,437
GSC,810,768,772.8943089430894,771,0.29239,399
PSMD12,1377,1302,1338.0684410646388,1362,0.27555,431
SNAI3,1029,861,879.974025974026,876,0.2162,419
TRIM68,1485,1446,1455.1491228070176,1455.0,0.32251,367
UBE2D1,468,438,441.2795454545454,441.0,0.3239,432
ZNF648,1890,1137,1433.5071090047393,1209,0.14368,335
MED4,843,672,741.3081683168317,735.0,0.25384,434
PKN2,2976,2799,2879.7408759124087,2857.5,0.29435,433
TGIF2LY,627,549,569.6774193548387,564,0.18327,281
SENP2,1821,1761,1769.1483375959078,1767,0.27189,424
ZNF285,2055,1764,1811.2519035532996,1809.0,0.08332,350
CUL1,2355,2028,2211.400350262697,2196,0.19878,441
NLRP12,3369,2673,3015.2064965197214,3021,0.24126,296
XRN2,2913,2844,2854.0823244552057,2850,0.3253,439
ID4,528,477,485.6411042944785,483.0,0.29017,360
FLII,3849,3633,3747.749362786746,3780,0.18135,427
ZNF182,2187,1857,1898.4940617577197,1917.0,0.13042,389
ZNF12,2544,1863,2019.3802395209582,1998.0,0.08321,424
DYRK1A,2454,2154,2243.450704225352,2262,0.18634,438
TAF5,2478,2391,2404.232673267327,2400.0,0.24604,435
